"Subject"	"Activity"	"variable"	"value"
8	"WALKING_UPSTAIRS"	"timeBodyGyroJerkMagmean"	-0.400664014146342
11	"WALKING_UPSTAIRS"	"timeBodyGyroJerkMagmean"	-0.757314813888889
14	"WALKING_UPSTAIRS"	"timeBodyGyroJerkMagmean"	-0.399921949557407
15	"WALKING_UPSTAIRS"	"timeBodyGyroJerkMagmean"	-0.663637117708333
16	"WALKING_UPSTAIRS"	"timeBodyGyroJerkMagmean"	-0.737705162156863
17	"WALKING_UPSTAIRS"	"timeBodyGyroJerkMagmean"	-0.637367490625
19	"WALKING_UPSTAIRS"	"timeBodyGyroJerkMagmean"	-0.372790526575
21	"WALKING_UPSTAIRS"	"timeBodyGyroJerkMagmean"	-0.577935642978723
22	"WALKING_UPSTAIRS"	"timeBodyGyroJerkMagmean"	-0.568111869047619
23	"WALKING_UPSTAIRS"	"timeBodyGyroJerkMagmean"	-0.504367150588235
25	"WALKING_UPSTAIRS"	"timeBodyGyroJerkMagmean"	-0.777106026615385
26	"WALKING_UPSTAIRS"	"timeBodyGyroJerkMagmean"	-0.648099850181818
27	"WALKING_UPSTAIRS"	"timeBodyGyroJerkMagmean"	-0.699895090784314
28	"WALKING_UPSTAIRS"	"timeBodyGyroJerkMagmean"	-0.620279797647059
29	"WALKING_UPSTAIRS"	"timeBodyGyroJerkMagmean"	-0.617340803061225
30	"WALKING_UPSTAIRS"	"timeBodyGyroJerkMagmean"	-0.718780256769231
2	"WALKING_UPSTAIRS"	"timeBodyGyroJerkMagmean"	-0.572816438541667
4	"WALKING_UPSTAIRS"	"timeBodyGyroJerkMagmean"	-0.686978374423077
9	"WALKING_UPSTAIRS"	"timeBodyGyroJerkMagmean"	-0.672840561836735
10	"WALKING_UPSTAIRS"	"timeBodyGyroJerkMagmean"	-0.523462968510638
12	"WALKING_UPSTAIRS"	"timeBodyGyroJerkMagmean"	-0.674972132307692
13	"WALKING_UPSTAIRS"	"timeBodyGyroJerkMagmean"	-0.631964902181818
18	"WALKING_UPSTAIRS"	"timeBodyGyroJerkMagmean"	-0.781652689310345
20	"WALKING_UPSTAIRS"	"timeBodyGyroJerkMagmean"	-0.37192841627451
24	"WALKING_UPSTAIRS"	"timeBodyGyroJerkMagmean"	-0.658751629152542
1	"WALKING_DOWNSTAIRS"	"timeBodyGyroJerkMagmean"	-0.295463843346939
3	"WALKING_DOWNSTAIRS"	"timeBodyGyroJerkMagmean"	-0.508567577142857
5	"WALKING_DOWNSTAIRS"	"timeBodyGyroJerkMagmean"	-0.39719562106383
6	"WALKING_DOWNSTAIRS"	"timeBodyGyroJerkMagmean"	-0.0829366854166667
7	"WALKING_DOWNSTAIRS"	"timeBodyGyroJerkMagmean"	-0.399229959148936
8	"WALKING_DOWNSTAIRS"	"timeBodyGyroJerkMagmean"	-0.126189142894737
11	"WALKING_DOWNSTAIRS"	"timeBodyGyroJerkMagmean"	-0.599294760652174
14	"WALKING_DOWNSTAIRS"	"timeBodyGyroJerkMagmean"	-0.275120883488889
15	"WALKING_DOWNSTAIRS"	"timeBodyGyroJerkMagmean"	-0.509466648095238
16	"WALKING_DOWNSTAIRS"	"timeBodyGyroJerkMagmean"	-0.590896636382979
17	"WALKING_DOWNSTAIRS"	"timeBodyGyroJerkMagmean"	-0.540325787826087
19	"WALKING_DOWNSTAIRS"	"timeBodyGyroJerkMagmean"	0.0875816618205128
21	"WALKING_DOWNSTAIRS"	"timeBodyGyroJerkMagmean"	-0.452828682444444
22	"WALKING_DOWNSTAIRS"	"timeBodyGyroJerkMagmean"	-0.459579670833333
23	"WALKING_DOWNSTAIRS"	"timeBodyGyroJerkMagmean"	-0.0463117766203704
25	"WALKING_DOWNSTAIRS"	"timeBodyGyroJerkMagmean"	-0.664713625172414
26	"WALKING_DOWNSTAIRS"	"timeBodyGyroJerkMagmean"	-0.4187798104
27	"WALKING_DOWNSTAIRS"	"timeBodyGyroJerkMagmean"	-0.440546586136364
28	"WALKING_DOWNSTAIRS"	"timeBodyGyroJerkMagmean"	-0.340417305565217
29	"WALKING_DOWNSTAIRS"	"timeBodyGyroJerkMagmean"	-0.539174456458333
30	"WALKING_DOWNSTAIRS"	"timeBodyGyroJerkMagmean"	-0.574337006451613
2	"WALKING_DOWNSTAIRS"	"timeBodyGyroJerkMagmean"	-0.410872671489362
4	"WALKING_DOWNSTAIRS"	"timeBodyGyroJerkMagmean"	-0.592843014888889
9	"WALKING_DOWNSTAIRS"	"timeBodyGyroJerkMagmean"	-0.469028434047619
10	"WALKING_DOWNSTAIRS"	"timeBodyGyroJerkMagmean"	-0.401854311315789
12	"WALKING_DOWNSTAIRS"	"timeBodyGyroJerkMagmean"	-0.442831079130435
13	"WALKING_DOWNSTAIRS"	"timeBodyGyroJerkMagmean"	-0.323552439276596
18	"WALKING_DOWNSTAIRS"	"timeBodyGyroJerkMagmean"	-0.701663073636364
20	"WALKING_DOWNSTAIRS"	"timeBodyGyroJerkMagmean"	-0.268183423577778
24	"WALKING_DOWNSTAIRS"	"timeBodyGyroJerkMagmean"	-0.497152238363636
1	"SITTING"	"timeBodyGyroJerkMagmean"	-0.991976341276596
3	"SITTING"	"timeBodyGyroJerkMagmean"	-0.977998051923077
5	"SITTING"	"timeBodyGyroJerkMagmean"	-0.973848287045454
6	"SITTING"	"timeBodyGyroJerkMagmean"	-0.962929227818182
7	"SITTING"	"timeBodyGyroJerkMagmean"	-0.981665122291667
8	"SITTING"	"timeBodyGyroJerkMagmean"	-0.991807428043478
11	"SITTING"	"timeBodyGyroJerkMagmean"	-0.989519031132076
14	"SITTING"	"timeBodyGyroJerkMagmean"	-0.988317606666667
15	"SITTING"	"timeBodyGyroJerkMagmean"	-0.992188893898305
16	"SITTING"	"timeBodyGyroJerkMagmean"	-0.992444606231884
17	"SITTING"	"timeBodyGyroJerkMagmean"	-0.996334795
19	"SITTING"	"timeBodyGyroJerkMagmean"	-0.989450316575342
21	"SITTING"	"timeBodyGyroJerkMagmean"	-0.990307349882353
22	"SITTING"	"timeBodyGyroJerkMagmean"	-0.98547603483871
23	"SITTING"	"timeBodyGyroJerkMagmean"	-0.986514066029412
25	"SITTING"	"timeBodyGyroJerkMagmean"	-0.99286465
26	"SITTING"	"timeBodyGyroJerkMagmean"	-0.994466446282051
27	"SITTING"	"timeBodyGyroJerkMagmean"	-0.994034710714286
28	"SITTING"	"timeBodyGyroJerkMagmean"	-0.981213159305556
29	"SITTING"	"timeBodyGyroJerkMagmean"	-0.995392308166667
30	"SITTING"	"timeBodyGyroJerkMagmean"	-0.993737388225806
2	"SITTING"	"timeBodyGyroJerkMagmean"	-0.991081493913044
4	"SITTING"	"timeBodyGyroJerkMagmean"	-0.9804904618
9	"SITTING"	"timeBodyGyroJerkMagmean"	-0.9733641366
10	"SITTING"	"timeBodyGyroJerkMagmean"	-0.993707487592593
12	"SITTING"	"timeBodyGyroJerkMagmean"	-0.980392337647059
13	"SITTING"	"timeBodyGyroJerkMagmean"	-0.992604304489796
18	"SITTING"	"timeBodyGyroJerkMagmean"	-0.994873439824561
20	"SITTING"	"timeBodyGyroJerkMagmean"	-0.983010276060606
24	"SITTING"	"timeBodyGyroJerkMagmean"	-0.991306424705882
1	"STANDING"	"timeBodyGyroJerkMagmean"	-0.994966790566038
3	"STANDING"	"timeBodyGyroJerkMagmean"	-0.962339339672131
5	"STANDING"	"timeBodyGyroJerkMagmean"	-0.958405900892857
6	"STANDING"	"timeBodyGyroJerkMagmean"	-0.963406222982456
7	"STANDING"	"timeBodyGyroJerkMagmean"	-0.977377083018868
8	"STANDING"	"timeBodyGyroJerkMagmean"	-0.987580587777778
11	"STANDING"	"timeBodyGyroJerkMagmean"	-0.993428183617021
14	"STANDING"	"timeBodyGyroJerkMagmean"	-0.974873328
15	"STANDING"	"timeBodyGyroJerkMagmean"	-0.984407077924528
16	"STANDING"	"timeBodyGyroJerkMagmean"	-0.992848576025641
17	"STANDING"	"timeBodyGyroJerkMagmean"	-0.993672973717949
19	"STANDING"	"timeBodyGyroJerkMagmean"	-0.985801637671233
21	"STANDING"	"timeBodyGyroJerkMagmean"	-0.976857084157303
22	"STANDING"	"timeBodyGyroJerkMagmean"	-0.978603529206349
23	"STANDING"	"timeBodyGyroJerkMagmean"	-0.9763992525
25	"STANDING"	"timeBodyGyroJerkMagmean"	-0.985091991216216
26	"STANDING"	"timeBodyGyroJerkMagmean"	-0.98854482527027
27	"STANDING"	"timeBodyGyroJerkMagmean"	-0.989532103875
28	"STANDING"	"timeBodyGyroJerkMagmean"	-0.959681019113924
29	"STANDING"	"timeBodyGyroJerkMagmean"	-0.992144698923077
30	"STANDING"	"timeBodyGyroJerkMagmean"	-0.972995273898305
2	"STANDING"	"timeBodyGyroJerkMagmean"	-0.983951904259259
4	"STANDING"	"timeBodyGyroJerkMagmean"	-0.967614073928571
9	"STANDING"	"timeBodyGyroJerkMagmean"	-0.969824044222222
10	"STANDING"	"timeBodyGyroJerkMagmean"	-0.971637661590909
12	"STANDING"	"timeBodyGyroJerkMagmean"	-0.969289973606557
13	"STANDING"	"timeBodyGyroJerkMagmean"	-0.983637634912281
18	"STANDING"	"timeBodyGyroJerkMagmean"	-0.988685954931507
20	"STANDING"	"timeBodyGyroJerkMagmean"	-0.94793650109589
24	"STANDING"	"timeBodyGyroJerkMagmean"	-0.982387268985507
1	"LAYING"	"timeBodyGyroJerkMagmean"	-0.96346103
3	"LAYING"	"timeBodyGyroJerkMagmean"	-0.98671362516129
5	"LAYING"	"timeBodyGyroJerkMagmean"	-0.9864194225
6	"LAYING"	"timeBodyGyroJerkMagmean"	-0.955645738245614
7	"LAYING"	"timeBodyGyroJerkMagmean"	-0.983008829038462
8	"LAYING"	"timeBodyGyroJerkMagmean"	-0.978438191296296
11	"LAYING"	"timeBodyGyroJerkMagmean"	-0.990641248245614
14	"LAYING"	"timeBodyGyroJerkMagmean"	-0.975621183137255
15	"LAYING"	"timeBodyGyroJerkMagmean"	-0.983235025416667
16	"LAYING"	"timeBodyGyroJerkMagmean"	-0.990839526285714
17	"LAYING"	"timeBodyGyroJerkMagmean"	-0.985542411126761
19	"LAYING"	"timeBodyGyroJerkMagmean"	-0.985342497710843
21	"LAYING"	"timeBodyGyroJerkMagmean"	-0.985915906888889
22	"LAYING"	"timeBodyGyroJerkMagmean"	-0.981716936388889
23	"LAYING"	"timeBodyGyroJerkMagmean"	-0.984557478611111
25	"LAYING"	"timeBodyGyroJerkMagmean"	-0.969783262465753
26	"LAYING"	"timeBodyGyroJerkMagmean"	-0.99219798
27	"LAYING"	"timeBodyGyroJerkMagmean"	-0.994355043783784
28	"LAYING"	"timeBodyGyroJerkMagmean"	-0.978220270625
29	"LAYING"	"timeBodyGyroJerkMagmean"	-0.997322526811594
30	"LAYING"	"timeBodyGyroJerkMagmean"	-0.985086413428572
2	"LAYING"	"timeBodyGyroJerkMagmean"	-0.991767074166667
4	"LAYING"	"timeBodyGyroJerkMagmean"	-0.985068502037037
9	"LAYING"	"timeBodyGyroJerkMagmean"	-0.964524819
10	"LAYING"	"timeBodyGyroJerkMagmean"	-0.970830848965517
12	"LAYING"	"timeBodyGyroJerkMagmean"	-0.971067768833333
13	"LAYING"	"timeBodyGyroJerkMagmean"	-0.98544626483871
18	"LAYING"	"timeBodyGyroJerkMagmean"	-0.993095122615385
20	"LAYING"	"timeBodyGyroJerkMagmean"	-0.986749500882353
24	"LAYING"	"timeBodyGyroJerkMagmean"	-0.982780873888889
1	"WALKING"	"timeBodyGyroJerkMagstd"	-0.325324878894737
3	"WALKING"	"timeBodyGyroJerkMagstd"	-0.567371560862069
5	"WALKING"	"timeBodyGyroJerkMagstd"	-0.48919974625
6	"WALKING"	"timeBodyGyroJerkMagstd"	-0.364708342315789
7	"WALKING"	"timeBodyGyroJerkMagstd"	-0.0953401161070176
8	"WALKING"	"timeBodyGyroJerkMagstd"	-0.502957255416667
11	"WALKING"	"timeBodyGyroJerkMagstd"	-0.753671416101695
14	"WALKING"	"timeBodyGyroJerkMagstd"	-0.606103313898305
15	"WALKING"	"timeBodyGyroJerkMagstd"	-0.63778595537037
16	"WALKING"	"timeBodyGyroJerkMagstd"	-0.722808438431373
17	"WALKING"	"timeBodyGyroJerkMagstd"	-0.53970849147541
19	"WALKING"	"timeBodyGyroJerkMagstd"	-0.271487480103846
21	"WALKING"	"timeBodyGyroJerkMagstd"	-0.450369988846154
22	"WALKING"	"timeBodyGyroJerkMagstd"	-0.503106312391304
23	"WALKING"	"timeBodyGyroJerkMagstd"	0.250173204117966
25	"WALKING"	"timeBodyGyroJerkMagstd"	-0.757032544864865
26	"WALKING"	"timeBodyGyroJerkMagstd"	-0.603468672372881
27	"WALKING"	"timeBodyGyroJerkMagstd"	-0.618718628596491
28	"WALKING"	"timeBodyGyroJerkMagstd"	-0.579861194259259
29	"WALKING"	"timeBodyGyroJerkMagstd"	-0.612222937169811
30	"WALKING"	"timeBodyGyroJerkMagstd"	-0.546977272307692
2	"WALKING"	"timeBodyGyroJerkMagstd"	-0.557798151355932
4	"WALKING"	"timeBodyGyroJerkMagstd"	-0.7301463685
9	"WALKING"	"timeBodyGyroJerkMagstd"	-0.599866472692308
10	"WALKING"	"timeBodyGyroJerkMagstd"	-0.501027916603774
12	"WALKING"	"timeBodyGyroJerkMagstd"	-0.5488904506
13	"WALKING"	"timeBodyGyroJerkMagstd"	-0.322118379807018
18	"WALKING"	"timeBodyGyroJerkMagstd"	-0.726591779107143
20	"WALKING"	"timeBodyGyroJerkMagstd"	-0.149864146847059
24	"WALKING"	"timeBodyGyroJerkMagstd"	-0.556022765862069
1	"WALKING_UPSTAIRS"	"timeBodyGyroJerkMagstd"	-0.648553044339623
3	"WALKING_UPSTAIRS"	"timeBodyGyroJerkMagstd"	-0.718028040338983
5	"WALKING_UPSTAIRS"	"timeBodyGyroJerkMagstd"	-0.557988065531915
6	"WALKING_UPSTAIRS"	"timeBodyGyroJerkMagstd"	-0.440079851313726
7	"WALKING_UPSTAIRS"	"timeBodyGyroJerkMagstd"	-0.67642807254902
8	"WALKING_UPSTAIRS"	"timeBodyGyroJerkMagstd"	-0.493975031707317
11	"WALKING_UPSTAIRS"	"timeBodyGyroJerkMagstd"	-0.80112703962963
14	"WALKING_UPSTAIRS"	"timeBodyGyroJerkMagstd"	-0.485819293703704
15	"WALKING_UPSTAIRS"	"timeBodyGyroJerkMagstd"	-0.748954848541667
16	"WALKING_UPSTAIRS"	"timeBodyGyroJerkMagstd"	-0.797293228431373
17	"WALKING_UPSTAIRS"	"timeBodyGyroJerkMagstd"	-0.68231162875
19	"WALKING_UPSTAIRS"	"timeBodyGyroJerkMagstd"	-0.50740029025
21	"WALKING_UPSTAIRS"	"timeBodyGyroJerkMagstd"	-0.647723419148936
22	"WALKING_UPSTAIRS"	"timeBodyGyroJerkMagstd"	-0.675633024285714
23	"WALKING_UPSTAIRS"	"timeBodyGyroJerkMagstd"	-0.551275188627451
25	"WALKING_UPSTAIRS"	"timeBodyGyroJerkMagstd"	-0.824883302769231
26	"WALKING_UPSTAIRS"	"timeBodyGyroJerkMagstd"	-0.661829656545455
27	"WALKING_UPSTAIRS"	"timeBodyGyroJerkMagstd"	-0.724671165490196
28	"WALKING_UPSTAIRS"	"timeBodyGyroJerkMagstd"	-0.670132120784314
29	"WALKING_UPSTAIRS"	"timeBodyGyroJerkMagstd"	-0.712846318367347
30	"WALKING_UPSTAIRS"	"timeBodyGyroJerkMagstd"	-0.774439096769231
2	"WALKING_UPSTAIRS"	"timeBodyGyroJerkMagstd"	-0.597291719166667
4	"WALKING_UPSTAIRS"	"timeBodyGyroJerkMagstd"	-0.755270457692308
9	"WALKING_UPSTAIRS"	"timeBodyGyroJerkMagstd"	-0.748651255510204
10	"WALKING_UPSTAIRS"	"timeBodyGyroJerkMagstd"	-0.618272355319149
12	"WALKING_UPSTAIRS"	"timeBodyGyroJerkMagstd"	-0.713406712307692
13	"WALKING_UPSTAIRS"	"timeBodyGyroJerkMagstd"	-0.669216383090909
18	"WALKING_UPSTAIRS"	"timeBodyGyroJerkMagstd"	-0.835525127931034
20	"WALKING_UPSTAIRS"	"timeBodyGyroJerkMagstd"	-0.455396068627451
24	"WALKING_UPSTAIRS"	"timeBodyGyroJerkMagstd"	-0.638180352881356
1	"WALKING_DOWNSTAIRS"	"timeBodyGyroJerkMagstd"	-0.306510645530612
3	"WALKING_DOWNSTAIRS"	"timeBodyGyroJerkMagstd"	-0.583919211020408
5	"WALKING_DOWNSTAIRS"	"timeBodyGyroJerkMagstd"	-0.450303212340425
6	"WALKING_DOWNSTAIRS"	"timeBodyGyroJerkMagstd"	-0.111228416159583
7	"WALKING_DOWNSTAIRS"	"timeBodyGyroJerkMagstd"	-0.29477867693617
8	"WALKING_DOWNSTAIRS"	"timeBodyGyroJerkMagstd"	-0.157484866842105
11	"WALKING_DOWNSTAIRS"	"timeBodyGyroJerkMagstd"	-0.677750588478261
14	"WALKING_DOWNSTAIRS"	"timeBodyGyroJerkMagstd"	-0.274744003577778
15	"WALKING_DOWNSTAIRS"	"timeBodyGyroJerkMagstd"	-0.563640131190476
16	"WALKING_DOWNSTAIRS"	"timeBodyGyroJerkMagstd"	-0.595822214468085
17	"WALKING_DOWNSTAIRS"	"timeBodyGyroJerkMagstd"	-0.592319490869565
19	"WALKING_DOWNSTAIRS"	"timeBodyGyroJerkMagstd"	-0.0438985022538462
21	"WALKING_DOWNSTAIRS"	"timeBodyGyroJerkMagstd"	-0.509130858444444
22	"WALKING_DOWNSTAIRS"	"timeBodyGyroJerkMagstd"	-0.617659355833333
23	"WALKING_DOWNSTAIRS"	"timeBodyGyroJerkMagstd"	0.0594908483888889
25	"WALKING_DOWNSTAIRS"	"timeBodyGyroJerkMagstd"	-0.67960595137931
26	"WALKING_DOWNSTAIRS"	"timeBodyGyroJerkMagstd"	-0.463140795
27	"WALKING_DOWNSTAIRS"	"timeBodyGyroJerkMagstd"	-0.465807533547727
28	"WALKING_DOWNSTAIRS"	"timeBodyGyroJerkMagstd"	-0.407132335434783
29	"WALKING_DOWNSTAIRS"	"timeBodyGyroJerkMagstd"	-0.59705704875
30	"WALKING_DOWNSTAIRS"	"timeBodyGyroJerkMagstd"	-0.617662073548387
2	"WALKING_DOWNSTAIRS"	"timeBodyGyroJerkMagstd"	-0.343187875404255
4	"WALKING_DOWNSTAIRS"	"timeBodyGyroJerkMagstd"	-0.637079543555556
9	"WALKING_DOWNSTAIRS"	"timeBodyGyroJerkMagstd"	-0.455855425238095
10	"WALKING_DOWNSTAIRS"	"timeBodyGyroJerkMagstd"	-0.49410575631579
12	"WALKING_DOWNSTAIRS"	"timeBodyGyroJerkMagstd"	-0.452449935
13	"WALKING_DOWNSTAIRS"	"timeBodyGyroJerkMagstd"	-0.27649151037234
18	"WALKING_DOWNSTAIRS"	"timeBodyGyroJerkMagstd"	-0.744159518909091
20	"WALKING_DOWNSTAIRS"	"timeBodyGyroJerkMagstd"	-0.275591880382222
24	"WALKING_DOWNSTAIRS"	"timeBodyGyroJerkMagstd"	-0.459159852363636
1	"SITTING"	"timeBodyGyroJerkMagstd"	-0.988308728510638
3	"SITTING"	"timeBodyGyroJerkMagstd"	-0.976772675961538
5	"SITTING"	"timeBodyGyroJerkMagstd"	-0.970392610454546
6	"SITTING"	"timeBodyGyroJerkMagstd"	-0.950150571818182
7	"SITTING"	"timeBodyGyroJerkMagstd"	-0.976214430208333
8	"SITTING"	"timeBodyGyroJerkMagstd"	-0.986756670869565
11	"SITTING"	"timeBodyGyroJerkMagstd"	-0.986256664716981
14	"SITTING"	"timeBodyGyroJerkMagstd"	-0.986963989814815
15	"SITTING"	"timeBodyGyroJerkMagstd"	-0.989720049491525
16	"SITTING"	"timeBodyGyroJerkMagstd"	-0.988261252608696
17	"SITTING"	"timeBodyGyroJerkMagstd"	-0.994446755625
19	"SITTING"	"timeBodyGyroJerkMagstd"	-0.985831284657534
21	"SITTING"	"timeBodyGyroJerkMagstd"	-0.990302232705882
22	"SITTING"	"timeBodyGyroJerkMagstd"	-0.976503766290323
23	"SITTING"	"timeBodyGyroJerkMagstd"	-0.979226997941177
25	"SITTING"	"timeBodyGyroJerkMagstd"	-0.991766403076923
26	"SITTING"	"timeBodyGyroJerkMagstd"	-0.994033207051282
27	"SITTING"	"timeBodyGyroJerkMagstd"	-0.992112829571428
28	"SITTING"	"timeBodyGyroJerkMagstd"	-0.978441918333333
29	"SITTING"	"timeBodyGyroJerkMagstd"	-0.994905344
30	"SITTING"	"timeBodyGyroJerkMagstd"	-0.991280225
2	"SITTING"	"timeBodyGyroJerkMagstd"	-0.989594919565217
4	"SITTING"	"timeBodyGyroJerkMagstd"	-0.9758066902
9	"SITTING"	"timeBodyGyroJerkMagstd"	-0.9663610734
10	"SITTING"	"timeBodyGyroJerkMagstd"	-0.991696196481482
12	"SITTING"	"timeBodyGyroJerkMagstd"	-0.978260535882353
13	"SITTING"	"timeBodyGyroJerkMagstd"	-0.991414934897959
18	"SITTING"	"timeBodyGyroJerkMagstd"	-0.994868913508772
20	"SITTING"	"timeBodyGyroJerkMagstd"	-0.97507615
24	"SITTING"	"timeBodyGyroJerkMagstd"	-0.990724530735294
1	"STANDING"	"timeBodyGyroJerkMagstd"	-0.994733238679245
3	"STANDING"	"timeBodyGyroJerkMagstd"	-0.957679766885246
5	"STANDING"	"timeBodyGyroJerkMagstd"	-0.947970723571429
6	"STANDING"	"timeBodyGyroJerkMagstd"	-0.952536233859649
7	"STANDING"	"timeBodyGyroJerkMagstd"	-0.97210793
8	"STANDING"	"timeBodyGyroJerkMagstd"	-0.982460332222222
11	"STANDING"	"timeBodyGyroJerkMagstd"	-0.992579166595745
14	"STANDING"	"timeBodyGyroJerkMagstd"	-0.966834217
15	"STANDING"	"timeBodyGyroJerkMagstd"	-0.98143282754717
16	"STANDING"	"timeBodyGyroJerkMagstd"	-0.990809427435898
17	"STANDING"	"timeBodyGyroJerkMagstd"	-0.992372117307692
19	"STANDING"	"timeBodyGyroJerkMagstd"	-0.983069427945205
21	"STANDING"	"timeBodyGyroJerkMagstd"	-0.976153687752809
22	"STANDING"	"timeBodyGyroJerkMagstd"	-0.966086148412698
23	"STANDING"	"timeBodyGyroJerkMagstd"	-0.972387365294118
25	"STANDING"	"timeBodyGyroJerkMagstd"	-0.983230809594595
26	"STANDING"	"timeBodyGyroJerkMagstd"	-0.984253792432432
27	"STANDING"	"timeBodyGyroJerkMagstd"	-0.988819784
28	"STANDING"	"timeBodyGyroJerkMagstd"	-0.956266480126582
29	"STANDING"	"timeBodyGyroJerkMagstd"	-0.991453632153846
30	"STANDING"	"timeBodyGyroJerkMagstd"	-0.955995671864407
2	"STANDING"	"timeBodyGyroJerkMagstd"	-0.977204427777778
4	"STANDING"	"timeBodyGyroJerkMagstd"	-0.964282784285714
9	"STANDING"	"timeBodyGyroJerkMagstd"	-0.965287050888889
10	"STANDING"	"timeBodyGyroJerkMagstd"	-0.964409410454546
12	"STANDING"	"timeBodyGyroJerkMagstd"	-0.961923171967213
13	"STANDING"	"timeBodyGyroJerkMagstd"	-0.976197659649123
18	"STANDING"	"timeBodyGyroJerkMagstd"	-0.988519665753425
20	"STANDING"	"timeBodyGyroJerkMagstd"	-0.926328788356164
24	"STANDING"	"timeBodyGyroJerkMagstd"	-0.979995718695652
1	"LAYING"	"timeBodyGyroJerkMagstd"	-0.9358409828
3	"LAYING"	"timeBodyGyroJerkMagstd"	-0.983139255645161
5	"LAYING"	"timeBodyGyroJerkMagstd"	-0.98377138
6	"LAYING"	"timeBodyGyroJerkMagstd"	-0.953157001578947
7	"LAYING"	"timeBodyGyroJerkMagstd"	-0.971205137884615
8	"LAYING"	"timeBodyGyroJerkMagstd"	-0.969029111666667
11	"LAYING"	"timeBodyGyroJerkMagstd"	-0.984476476666667
14	"LAYING"	"timeBodyGyroJerkMagstd"	-0.964009921960784
15	"LAYING"	"timeBodyGyroJerkMagstd"	-0.973650041666667
16	"LAYING"	"timeBodyGyroJerkMagstd"	-0.988212425428571
17	"LAYING"	"timeBodyGyroJerkMagstd"	-0.982038121126761
19	"LAYING"	"timeBodyGyroJerkMagstd"	-0.980245510843374
21	"LAYING"	"timeBodyGyroJerkMagstd"	-0.982246471555556
22	"LAYING"	"timeBodyGyroJerkMagstd"	-0.974201690972222
23	"LAYING"	"timeBodyGyroJerkMagstd"	-0.981314831666667
25	"LAYING"	"timeBodyGyroJerkMagstd"	-0.96830952260274
26	"LAYING"	"timeBodyGyroJerkMagstd"	-0.989917354473684
27	"LAYING"	"timeBodyGyroJerkMagstd"	-0.993484313243243
28	"LAYING"	"timeBodyGyroJerkMagstd"	-0.96977327725
29	"LAYING"	"timeBodyGyroJerkMagstd"	-0.997666071594203
30	"LAYING"	"timeBodyGyroJerkMagstd"	-0.976177142571429
2	"LAYING"	"timeBodyGyroJerkMagstd"	-0.989718095208333
4	"LAYING"	"timeBodyGyroJerkMagstd"	-0.982698213703704
9	"LAYING"	"timeBodyGyroJerkMagstd"	-0.9528015598
10	"LAYING"	"timeBodyGyroJerkMagstd"	-0.959632931551724
12	"LAYING"	"timeBodyGyroJerkMagstd"	-0.962012018333333
13	"LAYING"	"timeBodyGyroJerkMagstd"	-0.975113305645161
18	"LAYING"	"timeBodyGyroJerkMagstd"	-0.992153054
20	"LAYING"	"timeBodyGyroJerkMagstd"	-0.981079301617647
24	"LAYING"	"timeBodyGyroJerkMagstd"	-0.978659102222222
1	"WALKING"	"frequencyBodyAccmeanX"	-0.202794306326316
3	"WALKING"	"frequencyBodyAccmeanX"	-0.316614011689655
5	"WALKING"	"frequencyBodyAccmeanX"	-0.287782607410714
6	"WALKING"	"frequencyBodyAccmeanX"	-0.187934323140351
7	"WALKING"	"frequencyBodyAccmeanX"	-0.343048405789474
8	"WALKING"	"frequencyBodyAccmeanX"	-0.247389011875
11	"WALKING"	"frequencyBodyAccmeanX"	-0.396533731864407
14	"WALKING"	"frequencyBodyAccmeanX"	-0.421498172542373
15	"WALKING"	"frequencyBodyAccmeanX"	-0.31744092037037
16	"WALKING"	"frequencyBodyAccmeanX"	-0.394790433529412
17	"WALKING"	"frequencyBodyAccmeanX"	-0.360991674918033
19	"WALKING"	"frequencyBodyAccmeanX"	-0.0299815666923077
21	"WALKING"	"frequencyBodyAccmeanX"	-0.273496158519231
22	"WALKING"	"frequencyBodyAccmeanX"	-0.0994928588891304
23	"WALKING"	"frequencyBodyAccmeanX"	-0.275404187920339
25	"WALKING"	"frequencyBodyAccmeanX"	-0.609038908918919
26	"WALKING"	"frequencyBodyAccmeanX"	-0.321959549661017
27	"WALKING"	"frequencyBodyAccmeanX"	-0.308702374385965
28	"WALKING"	"frequencyBodyAccmeanX"	-0.280062182962963
29	"WALKING"	"frequencyBodyAccmeanX"	-0.135819505761321
30	"WALKING"	"frequencyBodyAccmeanX"	-0.351402910907692
2	"WALKING"	"frequencyBodyAccmeanX"	-0.346048161016949
4	"WALKING"	"frequencyBodyAccmeanX"	-0.426719449666667
9	"WALKING"	"frequencyBodyAccmeanX"	-0.294711163653846
10	"WALKING"	"frequencyBodyAccmeanX"	-0.114190001283019
12	"WALKING"	"frequencyBodyAccmeanX"	-0.05435763951
13	"WALKING"	"frequencyBodyAccmeanX"	-0.335030121052632
18	"WALKING"	"frequencyBodyAccmeanX"	-0.37147515625
20	"WALKING"	"frequencyBodyAccmeanX"	-0.147404272166667
24	"WALKING"	"frequencyBodyAccmeanX"	-0.492419802586207
1	"WALKING_UPSTAIRS"	"frequencyBodyAccmeanX"	-0.404321784150943
3	"WALKING_UPSTAIRS"	"frequencyBodyAccmeanX"	-0.392004211474576
5	"WALKING_UPSTAIRS"	"frequencyBodyAccmeanX"	-0.161485339978723
